LineRef;Station;Direction;Route;StopSeq
22010;de:08235:9558;H;Bad Herrenalb - Marxzell - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;1
22010;de:08235:9711;H;Bad Herrenalb - Marxzell - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;2
22010;de:08215:1304;H;Bad Herrenalb - Marxzell - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;3
22010;de:08215:1303;H;Bad Herrenalb - Marxzell - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;4
22010;de:08215:1302;H;Bad Herrenalb - Marxzell - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;5
22010;de:08215:1301;H;Bad Herrenalb - Marxzell - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;6
22010;de:08215:1241;H;Bad Herrenalb - Marxzell - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;7
22010;de:08215:1237;H;Bad Herrenalb - Marxzell - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;8
22010;de:08215:1235;H;Bad Herrenalb - Marxzell - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;9
22010;de:08215:1231;H;Bad Herrenalb - Marxzell - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;10
22010;de:08215:1223;H;Bad Herrenalb - Marxzell - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;11
22010;de:08215:1221;H;Bad Herrenalb - Marxzell - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;12
22010;de:08215:1220;H;Bad Herrenalb - Marxzell - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;13
22010;de:08212:1210;H;Bad Herrenalb - Marxzell - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;14
22010;de:08212:1209;H;Bad Herrenalb - Marxzell - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;15
22010;de:08212:1208;H;Bad Herrenalb - Marxzell - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;16
