LineRef;Station;Direction;Route;StopSeq
22015;de:08231:50;H;Pforzheim -  Wörth;1
22015;de:08236:1717;H;Pforzheim -  Wörth;2
22015;de:08236:1791;H;Pforzheim -  Wörth;3
22015;de:08236:1795;H;Pforzheim -  Wörth;4
22015;de:08236:1792;H;Pforzheim -  Wörth;5
22015;de:08236:1793;H;Pforzheim -  Wörth;6
22015;de:08236:1794;H;Pforzheim -  Wörth;7
22015;de:08215:1619;H;Pforzheim -  Wörth;8
22015;de:08215:1627;H;Pforzheim -  Wörth;9
22015;de:08215:1617;H;Pforzheim -  Wörth;10
22015;de:08215:1616;H;Pforzheim -  Wörth;11
22015;de:08215:1634;H;Pforzheim -  Wörth;12
22015;de:08215:2008;H;Pforzheim -  Wörth;13
22015;de:08215:1601;H;Pforzheim -  Wörth;14
22015;de:08212:1600;H;Pforzheim -  Wörth;15
22015;de:08212:1525;H;Pforzheim -  Wörth;16
22015;de:08212:1521;H;Pforzheim -  Wörth;17
22015;de:08212:1510;H;Pforzheim -  Wörth;18
22015;de:08212:802;H;Pforzheim -  Wörth;19
22015;de:08212:10;H;Pforzheim -  Wörth;20
22015;de:08212:9;H;Pforzheim -  Wörth;21
22015;de:08212:7;H;Pforzheim -  Wörth;22
22015;de:08212:6;H;Pforzheim -  Wörth;23
22015;de:08212:1001;H;Pforzheim -  Wörth;24
22015;de:08212:1002;H;Pforzheim -  Wörth;25
22015;de:08212:1003;H;Pforzheim -  Wörth;26
22015;de:08212:1004;H;Pforzheim -  Wörth;27
22015;de:08212:39;H;Pforzheim -  Wörth;28
22015;de:08212:41;H;Pforzheim -  Wörth;29
22015;de:08212:44;H;Pforzheim -  Wörth;30
22015;de:08212:45;H;Pforzheim -  Wörth;31
22015;de:08212:51;H;Pforzheim -  Wörth;32
22015;de:08212:58;H;Pforzheim -  Wörth;33
22015;de:08212:101;H;Pforzheim -  Wörth;34
22015;de:08212:103;H;Pforzheim -  Wörth;35
22015;de:08212:104;H;Pforzheim -  Wörth;36
22015;de:08212:105;H;Pforzheim -  Wörth;37
22015;de:08212:106;H;Pforzheim -  Wörth;38
22015;de:08212:107;H;Pforzheim -  Wörth;39
22015;de:08212:1700;H;Pforzheim -  Wörth;40
22015;de:07334:1721;H;Pforzheim -  Wörth;41
22015;de:07334:1723;H;Pforzheim -  Wörth;42
22015;de:07334:1731;H;Pforzheim -  Wörth;43
22015;de:07334:1714;H;Pforzheim -  Wörth;44
22015;de:07334:1734;H;Pforzheim -  Wörth;45
22015;de:07334:1735;H;Pforzheim -  Wörth;46
22015;de:07334:1736;H;Pforzheim -  Wörth;47
22015;de:07334:1739;H;Pforzheim -  Wörth;48
22015;de:07334:1738;H;Pforzheim -  Wörth;49
