LineRef;Station;Direction;Route;StopSeq
22011;de:08215:1409;H;Ittersbach - Langensteinbach - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;1
22011;de:08215:1408;H;Ittersbach - Langensteinbach - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;2
22011;de:08215:1406;H;Ittersbach - Langensteinbach - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;3
22011;de:08215:1404;H;Ittersbach - Langensteinbach - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;4
22011;de:08215:1403;H;Ittersbach - Langensteinbach - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;5
22011;de:08215:1411;H;Ittersbach - Langensteinbach - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;6
22011;de:08215:1402;H;Ittersbach - Langensteinbach - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;7
22011;de:08215:1401;H;Ittersbach - Langensteinbach - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;8
22011;de:08215:1241;H;Ittersbach - Langensteinbach - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;9
22011;de:08215:1237;H;Ittersbach - Langensteinbach - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;10
22011;de:08215:1235;H;Ittersbach - Langensteinbach - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;11
22011;de:08215:1231;H;Ittersbach - Langensteinbach - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;12
22011;de:08215:1223;H;Ittersbach - Langensteinbach - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;13
22011;de:08215:1221;H;Ittersbach - Langensteinbach - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;14
22011;de:08215:1220;H;Ittersbach - Langensteinbach - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;15
22011;de:08212:1210;H;Ittersbach - Langensteinbach - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;16
22011;de:08212:1209;H;Ittersbach - Langensteinbach - Busenbach - Ettlingen - Karlsruhe - Neureut - Eggenstein - Leopoldshafen - Hochstetten;17
