LineRef;Station;Direction;Route;StopSeq
21012;de:08215:32296;H;Spöck - Rheinstetten;1
21012;de:08215:32052;H;Spöck - Rheinstetten;2
21012;de:08215:33079;H;Spöck - Rheinstetten;3
21012;de:08215:32743;H;Spöck - Rheinstetten;4
21012;de:08215:32704;H;Spöck - Rheinstetten;5
21012;de:08215:32033;H;Spöck - Rheinstetten;6
21012;de:08215:1906;H;Spöck - Rheinstetten;7
21012;de:08215:32031;H;Spöck - Rheinstetten;8
21012;de:08215:32030;H;Spöck - Rheinstetten;9
21012;de:08215:1903;H;Spöck - Rheinstetten;10
21012;de:08215:1902;H;Spöck - Rheinstetten;11
21012;de:08212:3013;H;Spöck - Rheinstetten;12
21012;de:08212:3301;H;Spöck - Rheinstetten;13
21012;de:08212:233;H;Spöck - Rheinstetten;14
21012;de:08212:3102;H;Spöck - Rheinstetten;15
21012;de:08212:231;H;Spöck - Rheinstetten;16
21012;de:08212:404;H;Spöck - Rheinstetten;17
21012;de:08212:403;H;Spöck - Rheinstetten;18
21012;de:08212:402;H;Spöck - Rheinstetten;19
21012;de:08212:626;H;Spöck - Rheinstetten;20
21012;de:08212:7;H;Spöck - Rheinstetten;21
21012;de:08212:6;H;Spöck - Rheinstetten;22
21012;de:08212:1001;H;Spöck - Rheinstetten;23
21012;de:08212:1002;H;Spöck - Rheinstetten;24
21012;de:08212:1003;H;Spöck - Rheinstetten;25
21012;de:08212:1004;H;Spöck - Rheinstetten;26
21012;de:08212:39;H;Spöck - Rheinstetten;27
21012;de:08212:41;H;Spöck - Rheinstetten;28
21012;de:08212:44;H;Spöck - Rheinstetten;29
21012;de:08212:45;H;Spöck - Rheinstetten;30
21012;de:08212:51;H;Spöck - Rheinstetten;31
21012;de:08212:201;H;Spöck - Rheinstetten;32
21012;de:08212:203;H;Spöck - Rheinstetten;33
21012;de:08212:204;H;Spöck - Rheinstetten;34
21012;de:08212:205;H;Spöck - Rheinstetten;35
21012;de:08212:206;H;Spöck - Rheinstetten;36
21012;de:08212:209;H;Spöck - Rheinstetten;37
21012;de:08215:210;H;Spöck - Rheinstetten;38
21012;de:08215:212;H;Spöck - Rheinstetten;39
21012;de:08215:213;H;Spöck - Rheinstetten;40
21012;de:08215:214;H;Spöck - Rheinstetten;41
21012;de:08215:215;H;Spöck - Rheinstetten;42
21012;de:08215:217;H;Spöck - Rheinstetten;43
21012;de:08215:218;H;Spöck - Rheinstetten;44
21012;de:08215:219;H;Spöck - Rheinstetten;45
21012;de:08215:220;H;Spöck - Rheinstetten;46
21012;de:08215:1500;H;Spöck - Rheinstetten;47
21012;de:08215:1501;H;Spöck - Rheinstetten;48
